indCol,player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain
214,Michael Keane,Everton,EPL,33,2970,1,1,2,2.0034958496689796,1.2424168288707733,2.0034958496689796,0.060711995444514534,0.03764899481426586,0.060711995444514534,D,31,8,2,0,6.829519972205162,7.383238755166531
215,Ben Gibson,Burnley,EPL,1,67,1,1,0,0.9117929935455322,0,0.9117929935455322,1.2247965584939986,0.0,1.2247965584939986,D,1,0,1,0,0,0
216,Isaac Success,Watford,EPL,30,1015,1,1,1,3.2875504828989506,3.0131800174713135,3.2875504828989506,0.29150693937035027,0.26717852371666817,0.29150693937035027,F M S,29,21,4,0,2.012285456061363,6.455693185329437
217,Fernando Llorente,Tottenham,EPL,20,674,1,1,4,3.499189868569374,2.011737711727619,3.499189868569374,0.46725087265763154,0.26862966477075034,0.46725087265763154,F S,24,14,2,0,0.34447566606104374,4.548179998993874
218,Jack Stephens,Southampton,EPL,24,1695,1,1,0,1.4581490606069565,0.22872408479452133,1.4581490606069565,0.07742384392603309,0.012144641670505557,0.07742384392603309,D S,7,5,4,0,3.203525268472731,3.644761860370636
219,Lys Mousset,Bournemouth,EPL,24,308,1,1,0,1.5274576433002949,0.2928338311612606,1.5274576433002949,0.44633502563969657,0.08556832728738134,0.44633502563969657,F S,12,4,1,0,0.6616333052515984,2.117037557065487
220,Ainsley Maitland-Niles,Arsenal,EPL,16,976,1,1,1,1.015497848391533,1.0627503618597984,1.015497848391533,0.0936422196262684,0.09799952107313716,0.0936422196262684,D M S,5,6,1,1,2.369579939171672,4.286456955596805
221,Trent Alexander-Arnold,Liverpool,EPL,29,2475,1,1,12,1.4922779146581888,7.21885472536087,1.4922779146581888,0.05426465144211596,0.26250380819494074,0.05426465144211596,D S,29,48,3,0,10.70944832637906,14.109513361006975
222,Antonio Rüdiger,Chelsea,EPL,33,2875,1,1,0,2.6610582722350955,0.9047856125980616,2.6610582722350955,0.08330269373953342,0.028323723524808882,0.08330269373953342,D,27,8,7,0,7.82480095513165,8.752737902104855
223,Danilo,Manchester City,EPL,11,806,1,1,0,0.4177708588540554,0.12601656280457973,0.4177708588540554,0.04664935148494415,0.014071328352868706,0.04664935148494415,D S,14,4,1,0,7.764457754790783,8.11220808327198
224,Luciano Vietto,Fulham,EPL,20,975,1,1,4,2.8408027347177267,2.4374760249629617,2.8408027347177267,0.2622279447431748,0.224997786919658,0.2622279447431748,F M S,24,22,1,0,3.3229366205632687,8.292682817205787
225,Jonny,Wolverhampton Wanderers,EPL,33,2792,1,1,1,1.8485935041680932,1.7633727127686143,1.8485935041680932,0.059589332154415614,0.056842243606438136,0.059589332154415614,M S,25,31,6,0,4.472829082980752,6.935843197628856
226,Christian Atsu,Newcastle United,EPL,28,1464,1,1,0,2.1465526586398482,1.7553913798183203,2.1465526586398482,0.13196020442458084,0.10791340449702788,0.13196020442458084,M S,28,18,2,0,2.516272109001875,5.759222052060068
227,André Gomes,Everton,EPL,27,2001,1,1,1,1.3925835937261581,0.6641304176300764,1.3925835937261581,0.06263494424555434,0.029870933326690094,0.06263494424555434,M S,21,6,7,0,5.686358949169517,6.851449524983764
228,Jon Gorenc Stankovic,Huddersfield,EPL,11,728,1,1,0,1.457616664469242,0.11636637151241302,1.457616664469242,0.180199862365703,0.014385952522138973,0.180199862365703,D M S,9,2,2,0,0.456728707998991,1.2240200582891703
229,Issa Diop,West Ham,EPL,33,2970,1,1,0,1.2607339806854725,0.18298180773854256,1.2607339806854725,0.038204060020771896,0.00554490326480432,0.038204060020771896,D,12,4,4,0,4.136058999225497,4.399622423574328
230,Rachid Ghezzal,Leicester,EPL,19,731,1,1,0,1.3734100442379713,1.7269105790182948,1.3734100442379713,0.1690928919034438,0.21261552956449595,0.1690928919034438,F M S,19,16,3,0,1.2995273051783442,2.509328369051218
231,Jean Michael Seri,Fulham,EPL,32,2274,1,1,2,0.8207022678107023,4.036101852543652,0.8207022678107023,0.032481620098048905,0.1597401788605667,0.032481620098048905,M S,19,57,6,0,8.055515161715448,9.213809029199183
232,Floyd Ayité,Fulham,EPL,16,441,1,1,0,0.3542610667645931,0.49887313786894083,0.3542610667645931,0.07229817689073328,0.10181084446304915,0.07229817689073328,F M S,7,9,0,0,0.3854186572134495,1.0381958708167076
233,Fabinho,Liverpool,EPL,28,2006,1,1,2,1.144551856443286,1.3083824701607227,1.144551856443286,0.05135078119635879,0.05870110783373133,0.05135078119635879,D M S,17,16,6,0,7.968353819102049,9.326502371579409
234,João Moutinho,Wolverhampton Wanderers,EPL,38,3053,1,1,8,0.5053663458675146,6.528550079092383,0.5053663458675146,0.014897795980372197,0.1924564386237519,0.014897795980372197,M S,18,84,4,0,7.7783681768924,9.504272107034922
235,Hélder Costa,Wolverhampton Wanderers,EPL,25,1345,1,1,2,2.660442855209112,2.0111883906647563,2.660442855209112,0.17802219848982906,0.13457766182886846,0.17802219848982906,F M S,25,17,3,0,1.7383640939369798,5.644508417695761
236,Kiko Femenía,Watford,EPL,29,2034,1,1,1,0.49933156184852123,1.6402672734111547,0.49933156184852123,0.022094316895952266,0.07257819793854667,0.022094316895952266,D M S,6,13,1,0,4.867890996858478,5.872225807979703
237,Domingos Quina,Watford,EPL,8,328,1,1,0,0.19721403531730175,0.09227259643375874,0.19721403531730175,0.05411360725169865,0.025318700240970386,0.05411360725169865,M S,5,2,0,0,2.176339380443096,2.3439767584204674
238,Isaac Mbenza,Huddersfield,EPL,22,956,1,1,1,0.9028507005423307,0.9807283263653517,0.9028507005423307,0.08499640486277173,0.09232798051556658,0.08499640486277173,F M S,16,7,1,0,0.631905946880579,2.189676573500037
239,Christopher Schindler,Huddersfield,EPL,37,3266,1,1,0,1.0413239188492298,0.40468719601631165,1.0413239188492298,0.028695392742324154,0.011151821078220468,0.028695392742324154,D,13,2,4,1,2.518889032304287,3.203480489552021
240,Solly March,Brighton,EPL,35,2480,1,1,5,2.198865436948836,5.207968847826123,2.198865436948836,0.07979753601830453,0.18899886947756092,0.07979753601830453,F M S,43,41,1,0,2.9142616568133235,7.2743821972981095
241,Davy Pröpper,Brighton,EPL,30,2554,1,1,1,0.9503160733729601,1.2174465768039227,0.9503160733729601,0.033488037041333754,0.042901406386982394,0.033488037041333754,M,15,19,2,0,4.949895199388266,5.614993963390589
242,Dale Stephens,Brighton,EPL,30,2485,1,1,1,0.2495223879814148,0.5923441248014569,0.2495223879814148,0.00903702813614782,0.02145310713566645,0.00903702813614782,M S,11,18,6,1,4.261581048369408,4.766996625810862
243,Phil Foden,Manchester City,EPL,13,316,1,1,0,2.249754436314106,1.0727547090500593,2.249754436314106,0.640752845785663,0.30553140447628274,0.640752845785663,M S,14,8,0,0,1.748489137738943,4.340557735413313
244,Isaac Hayden,Newcastle United,EPL,25,1865,1,1,4,0.8647688515484333,2.4501234013587236,0.8647688515484333,0.04173147272887882,0.11823651802803492,0.04173147272887882,D M S,22,22,3,1,2.830817185342312,5.393959403038025
245,Terence Kongolo,Huddersfield,EPL,32,2728,1,1,1,1.423658600077033,0.8421065825968981,1.423658600077033,0.04696820894682294,0.0277821086633874,0.04696820894682294,D,14,9,4,0,1.7151391794905066,3.2573857605457306
246,Victor Lindelöf,Manchester United,EPL,30,2604,1,1,1,0.8407720141112804,1.5831962525844574,0.8407720141112804,0.029058940579882963,0.05471876449024622,0.029058940579882963,D S,8,5,1,0,7.977661786600947,8.73652426712215
247,Davinson Sánchez,Tottenham,EPL,23,1943,1,1,1,1.6245934972539544,0.6246804660186172,1.6245934972539544,0.07525137146312708,0.02893527634671927,0.07525137146312708,D S,14,4,2,0,6.136755166575313,6.161563603207469
248,Juan Foyth,Tottenham,EPL,12,889,1,1,0,0.701966181397438,0.7911195959895849,0.701966181397438,0.07106519271740093,0.08009084773797823,0.07106519271740093,D S,4,4,3,1,3.2597076296806335,3.580928400158882
249,Beram Kayal,Brighton,EPL,18,937,1,1,1,0.2898655664175749,1.177038300782442,0.2898655664175749,0.027841943412573896,0.11305597339425805,0.027841943412573896,M S,5,4,4,0,1.194939725100994,1.929511060938239
250,Eddie Nketiah,Arsenal,EPL,5,54,1,1,0,0.26964740455150604,0.13141033053398132,0.26964740455150604,0.44941234091917676,0.21901721755663553,0.44941234091917676,S,3,1,0,0,0.6886195540428162,0.9582670032978058
251,Michael Obafemi,Southampton,EPL,6,131,1,1,1,1.8935853093862534,0.33526965975761414,1.8935853093862534,1.300936472097426,0.2303379341846204,1.300936472097426,F S,7,2,1,0,0.38443638384342194,2.3292872458696365
252,Yerry Mina,Everton,EPL,13,891,1,1,0,0.7469829162582755,0.13738667219877243,0.7469829162582755,0.07545281982406823,0.01387744163623964,0.07545281982406823,D S,4,3,3,0,1.9027581792324781,1.9195985775440931
253,Harvey Barnes,Leicester,EPL,16,1014,1,1,2,3.6233876645565033,1.933094335719943,3.6233876645565033,0.32160245543400917,0.17157642033017245,0.32160245543400917,F M S,40,17,0,0,3.3486895114183426,7.837974512949586
254,Fred,Manchester United,EPL,17,1045,1,1,1,0.9045916921459138,0.9538169438019395,0.9045916921459138,0.0779074184623275,0.08214691382026273,0.0779074184623275,M S,17,12,2,0,5.615097049623728,7.189614643342793
255,Sean Morrison,Cardiff,EPL,34,3043,1,1,3,5.046998005360365,3.4611154198646545,5.046998005360365,0.14927039779245246,0.10236621353526747,0.14927039779245246,D,34,22,6,0,1.8358787950128317,3.235846821218729
256,Danny Ward,Cardiff,EPL,14,426,1,1,0,0.6128037981688976,0.28505802899599075,0.6128037981688976,0.12946559116244316,0.0602235272526741,0.12946559116244316,F S,11,7,0,0,0.22721913270652294,0.778222244232893
257,Tom Cairney,Fulham,EPL,31,2207,1,1,1,1.145194698125124,3.003990411758423,1.145194698125124,0.04670028220718675,0.12250074175725331,0.04670028220718675,F M S,24,40,0,0,6.142074540257454,8.61947807110846
258,Ken Sema,Watford,EPL,17,772,1,1,2,0.8676492776721716,0.7736617848277092,0.8676492776721716,0.1011508225265485,0.09019373139183139,0.1011508225265485,M S,12,8,1,0,1.6372309513390064,3.2371841445565224
259,Ryan Fredericks,West Ham,EPL,15,1077,1,1,0,0.5344906076788902,0.5129354670643806,0.5344906076788902,0.04466495328792955,0.042863688055519274,0.04466495328792955,D S,5,3,5,0,1.6814147382974625,2.3344962634146214
260,Fabián Balbuena,West Ham,EPL,23,2013,1,1,0,2.524530909024179,0.15304454043507576,2.524530909024179,0.11287023438260115,0.00684252788830443,0.11287023438260115,D,19,3,2,0,3.708215445280075,3.7319631464779377
261,Kenneth Zohore,Cardiff,EPL,19,735,1,1,1,1.617042200639844,0.9054241441190243,1.617042200639844,0.198005167425287,0.11086826254518664,0.198005167425287,F S,17,12,1,0,0.22728825360536575,2.4869729531928897
262,Bernard,Everton,EPL,34,2146,1,1,3,2.692948404699564,3.2409897204488516,2.692948404699564,0.11293819031824825,0.1359222156758605,0.11293819031824825,M S,23,41,5,0,4.961461465805769,9.933082452043891
263,Sean Longstaff,Newcastle United,EPL,9,694,1,1,0,0.7535832952708006,0.5980700682848692,0.7535832952708006,0.09772694030889345,0.07755951894184182,0.09772694030889345,M S,8,5,2,0,2.139482770115137,2.9326388528570533
264,Kadeem Harris,Cardiff,EPL,13,346,1,1,0,0.8885874459519982,0.5112699186429381,0.8885874459519982,0.23113546281988392,0.13298928519613998,0.23113546281988392,M S,5,6,1,0,0.21641383320093155,1.5878789685666561
265,Aron Gunnarsson,Cardiff,EPL,28,2296,1,1,1,2.3570289239287376,1.7363699087873101,2.3570289239287376,0.09239224876027281,0.06806328039671512,0.09239224876027281,M S,20,16,5,0,1.6990442629903555,3.348830687813461
266,Juninho Bacuna,Huddersfield,EPL,21,1418,1,1,0,0.795000096783042,1.3962508831173182,0.795000096783042,0.05045839824433976,0.08861959060688197,0.05045839824433976,D M S,19,18,4,0,1.103965443558991,2.14177468419075
267,Jannik Vestergaard,Southampton,EPL,23,2033,0,0,0,0.6773965805768967,0.5291911493986845,0.6773965805768967,0.029988043409700293,0.023427055310320515,0.029988043409700293,D,14,5,2,0,4.323440970852971,4.749757433310151
268,Bernd Leno,Arsenal,EPL,32,2833,0,0,0,0,0,0,0.0,0.0,0.0,GK S,0,0,0,0,3.035940927453339,3.035940927453339
269,Andreas Christensen,Chelsea,EPL,8,614,0,0,0,0,0,0,0.0,0.0,0.0,D S,0,0,1,0,2.413801319897175,2.413801319897175
270,Håvard Nordtveit,Fulham,EPL,5,361,0,0,1,0,0.11951620317995548,0,0.0,0.02979628334126314,0.0,D S,0,3,0,0,0.6134678721427917,0.7121493145823479
271,Elias Kachunga,Huddersfield,EPL,20,1181,0,0,0,0.976336426101625,0.2399290557950735,0.976336426101625,0.07440328395355313,0.01828417868040357,0.07440328395355313,F M S,14,5,2,0,0.8041858747601509,1.6639427095651627
272,Sead Kolasinac,Arsenal,EPL,24,1897,0,0,5,0.411074984818697,6.741930350661278,0.411074984818697,0.019502766807423685,0.3198596370898867,0.019502766807423685,D M S,9,31,5,0,9.11537654325366,11.89089298993349
273,Artur Boruc,Bournemouth,EPL,12,1080,0,0,0,0,0,0,0.0,0.0,0.0,GK,0,0,2,0,1.5033307075500488,1.5033307075500488
274,Simon Francis,Bournemouth,EPL,17,1220,0,0,2,0.12115655653178692,0.6046351194381714,0.12115655653178692,0.008937778760541658,0.044604230122488056,0.008937778760541658,D S,3,10,1,0,4.339400935918093,4.562633994966745
275,Andrew Surman,Bournemouth,EPL,18,1440,0,0,0,0.2738317120820284,0.4786580577492714,0.2738317120820284,0.017114482005126774,0.029916128609329462,0.017114482005126774,M S,9,10,2,0,3.5818247124552727,4.04227208532393
276,Mamadou Sakho,Crystal Palace,EPL,27,2418,0,0,0,0.8266514092683792,0.19482350815087557,0.8266514092683792,0.030768662875994262,0.007251495340603309,0.030768662875994262,D,4,6,2,0,5.1786113157868385,5.196555461734533
277,Adam Lallana,Liverpool,EPL,13,459,0,0,0,0.3037017956376076,0.5410390570759773,0.3037017956376076,0.059549371693648545,0.10608608962274065,0.059549371693648545,F M S,5,9,1,0,1.2620225138962269,1.740591049194336
278,Petr Cech,Arsenal,EPL,7,587,0,0,0,0,0,0,0.0,0.0,0.0,GK,0,0,0,0,0.5335071589797735,0.5335071589797735
279,Héctor Bellerín,Arsenal,EPL,19,1539,0,0,5,0.9628532808274031,2.462862718850374,0.9628532808274031,0.05630720940511129,0.14402705958189324,0.05630720940511129,D M S,18,8,3,0,5.913232706487179,8.642914041876793
280,Mohamed Elneny,Arsenal,EPL,8,383,0,0,0,0.4484229311347008,0.22255093604326248,0.4484229311347008,0.10537353473139183,0.05229656460546638,0.10537353473139183,M S,7,5,0,0,1.8774482384324074,2.36556576192379
281,Wayne Hennessey,Crystal Palace,EPL,18,1576,0,0,0,0,0,0,0.0,0.0,0.0,GK S,0,0,0,0,1.1737920949235559,1.1737920949235559
282,Scott Dann,Crystal Palace,EPL,10,658,0,0,1,0.2003951296210289,1.155615210533142,0.2003951296210289,0.027409668185247114,0.15806287074161518,0.027409668185247114,D S,6,2,1,0,0.6440680976957083,0.6440680976957083
283,Pape Souaré,Crystal Palace,EPL,1,1,0,0,0,0,0,0,0.0,0.0,0.0,S,0,0,0,0,0,0
284,Jason Puncheon,"Crystal Palace,Huddersfield",EPL,11,389,0,0,0,0.6146684400737286,0.8430848941206932,0.6146684400737286,0.14221120721500147,0.19505820172458196,0.14221120721500147,M S,6,5,1,0,0.3128299079835415,1.3649474829435349
285,Connor Wickham,Crystal Palace,EPL,6,56,0,0,1,0.34290115535259247,0.3942410759627819,0.34290115535259247,0.5510911425309521,0.6336017292258995,0.5510911425309521,S,5,4,0,0,0.14185461401939392,0.6588715426623821
286,Bakary Sako,Crystal Palace,EPL,4,19,0,0,0,0,0,0,0.0,0.0,0.0,S,0,0,0,0,0,0
287,Julian Speroni,Crystal Palace,EPL,1,90,0,0,0,0,0,0,0.0,0.0,0.0,GK,0,0,0,0,0,0
288,Adrian Mariappa,Watford,EPL,26,1921,0,0,0,1.386547114700079,0.6989378873258829,1.386547114700079,0.06496056237532905,0.03274565843796432,0.06496056237532905,D S,7,5,3,0,3.412798546254635,3.5183895993977785
289,Martin Kelly,Crystal Palace,EPL,13,1109,0,0,0,0.766651201993227,0.02341100387275219,0.766651201993227,0.062216959584662244,0.001899901125832008,0.062216959584662244,D S,3,1,2,0,0.6801334666088223,0.7035444704815745
290,Cheikhou Kouyaté,Crystal Palace,EPL,31,1900,0,0,2,1.6332277320325375,0.8914871765300632,1.6332277320325375,0.07736341888575178,0.04222833994089773,0.07736341888575178,M S,20,14,3,0,2.867398815229535,4.047681621275842
291,Aaron Cresswell,West Ham,EPL,20,1586,0,0,1,0.4192393869161606,0.9375781770795584,0.4192393869161606,0.023790381350854005,0.05320431017475426,0.023790381350854005,D S,11,17,1,0,1.5816016849130392,2.03932798653841
292,Andy Carroll,West Ham,EPL,12,438,0,0,0,1.9809727109968662,0.27577022463083267,1.9809727109968662,0.4070491871911369,0.0566651146501711,0.4070491871911369,F S,14,4,2,0,1.0697423182427883,2.8107880987226963
293,Victor Moses,Chelsea,EPL,2,24,0,0,0,0,0.10793885588645935,0,0.0,0.40477070957422256,0.0,S,0,1,0,0,0,0.10793885588645935
294,Pedro Obiang,West Ham,EPL,24,1112,0,0,1,0.5645457860082388,1.1373455841094255,0.5645457860082388,0.04569165534239343,0.09205135123187796,0.04569165534239343,M S,15,6,0,0,3.1171025838702917,4.137819157913327
295,David de Gea,Manchester United,EPL,38,3420,0,0,0,0,0,0,0.0,0.0,0.0,GK,0,0,1,0,3.325026017613709,3.325026017613709
296,Timothy Fosu-Mensah,Fulham,EPL,12,797,0,0,0,0.08043561596423388,0.3679338442161679,0.08043561596423388,0.009083068302109221,0.04154836383871407,0.009083068302109221,D S,4,6,3,0,2.28059771284461,2.697345983237028
297,Marcos Rojo,Manchester United,EPL,5,208,0,0,0,0.23537218570709229,0,0.23537218570709229,0.10184373420018417,0.0,0.10184373420018417,D S,6,0,2,0,0.7083711922168732,0.7415014356374741
298,Morgan Schneiderlin,Everton,EPL,14,831,0,0,1,0.10108842514455318,0.8037043828517199,0.10108842514455318,0.01094820488930179,0.08704379597672056,0.01094820488930179,M S,3,8,2,0,1.7469275444746017,1.976115247234702
299,Matteo Darmian,Manchester United,EPL,6,447,0,0,0,0.028308825567364693,0.05041367560625076,0.028308825567364693,0.005699763537053294,0.010150404484480019,0.005699763537053294,D M S,1,2,0,0,0.5339905247092247,0.5790703892707825
300,Sebastian Prödl,Watford,EPL,1,13,0,0,0,0,0,0,0.0,0.0,0.0,S,0,0,0,0,0,0
301,Miguel Britos,Watford,EPL,3,185,0,0,0,0,0,0,0.0,0.0,0.0,D S,0,0,0,0,0.09675513952970505,0.09675513952970505
302,John Stones,Manchester City,EPL,24,1763,0,0,0,0.15878779534250498,0.21796309389173985,0.15878779534250498,0.008106013375397304,0.01112687376645297,0.008106013375397304,D M S,5,5,1,0,10.240315461531281,10.331685120239854
303,Leighton Baines,Everton,EPL,6,375,0,0,0,0.0755816176533699,0.08348460681736469,0.0755816176533699,0.018139588236808776,0.020036305636167526,0.018139588236808776,D S,2,4,0,0,0.7900802846997976,0.8094733078032732
304,James McCarthy,Everton,EPL,1,11,0,0,0,0,0,0,0.0,0.0,0.0,S,0,0,0,0,0,0
305,Oumar Niasse,"Cardiff,Everton",EPL,18,1014,0,0,0,3.3880744446069,0.7695335391908884,3.3880744446069,0.3007166666810858,0.06830179341930963,0.3007166666810858,F S,20,6,0,0,0.8395498171448708,4.596771819517016
306,Nathaniel Clyne,"Bournemouth,Liverpool",EPL,18,1259,0,0,1,0.2646814603358507,0.10458910092711449,0.2646814603358507,0.01892083513123635,0.0074765838629390815,0.01892083513123635,D S,5,4,2,0,3.04830377176404,3.3321365006268024
307,Alberto Moreno,Liverpool,EPL,2,156,0,0,0,0.02153877541422844,0.1352575272321701,0.02153877541422844,0.012426216585131792,0.07803318878779045,0.012426216585131792,D,1,3,0,0,0.43683458864688873,0.5720921158790588
308,Joe Hart,Burnley,EPL,19,1710,0,0,0,0,0.024071337655186653,0,0.0,0.0012669125081677187,0.0,GK,0,1,0,0,0.25939773954451084,0.2834690771996975
309,Pablo Zabaleta,West Ham,EPL,26,2099,0,0,1,0.1561645232141018,1.02720876224339,0.1561645232141018,0.006695953830047242,0.0440442060990496,0.006695953830047242,D S,7,7,4,0,4.110601957887411,4.339205725118518
310,Nicolás Otamendi,Manchester City,EPL,18,1233,0,0,0,1.1752211600542068,0.28912872448563576,1.1752211600542068,0.08578256642731437,0.021104286458805528,0.08578256642731437,D S,15,2,1,0,7.953523689880967,8.132102424278855
311,Willy Caballero,Chelsea,EPL,2,180,0,0,0,0,0,0,0.0,0.0,0.0,GK,0,0,0,0,0.4159587323665619,0.4159587323665619
312,Antonio Valencia,Manchester United,EPL,6,465,0,0,0,0.03736411780118942,0.5265987515449524,0.03736411780118942,0.007231764735714082,0.10192233900870046,0.007231764735714082,D M S,2,7,2,0,1.3759236298501492,1.7253734208643436
313,Marouane Fellaini,Manchester United,EPL,14,728,0,0,1,0.7338949181139469,0.20478246733546257,0.7338949181139469,0.09072876734925168,0.02531651381894455,0.09072876734925168,M S,7,3,1,0,1.2806164622306824,1.9953793622553349
314,Alex McCarthy,Southampton,EPL,25,2250,0,0,0,0,0,0,0.0,0.0,0.0,GK,0,0,1,0,1.7642888268455863,1.7642888268455863
315,Luke Dreher,Crystal Palace,EPL,1,1,0,0,0,0,0,0,0.0,0.0,0.0,S,0,0,0,0,0,0
316,Hugo Lloris,Tottenham,EPL,33,2970,0,0,0,0,0,0,0.0,0.0,0.0,GK,0,0,0,0,3.5880960039794445,3.5880960039794445
317,Toby Alderweireld,Tottenham,EPL,34,2926,0,0,0,0.9871182711794972,0.4885504152625799,0.9871182711794972,0.03036248954414038,0.015027182971166163,0.03036248954414038,D S,19,7,3,0,8.774717004969716,9.215408030897379
318,Danny Rose,Tottenham,EPL,26,1798,0,0,3,0.7975112218409777,2.5913346894085407,0.7975112218409777,0.03991991655488765,0.1297108576455888,0.03991991655488765,D M S,15,26,5,0,3.090378101915121,4.89063292555511
319,Mousa Dembélé,Tottenham,EPL,10,518,0,0,0,0.030214399099349976,0,0.030214399099349976,0.005249606021122582,0.0,0.005249606021122582,M S,1,0,1,0,1.9612399637699127,1.9914543628692627
320,Michel Vorm,Tottenham,EPL,2,180,0,0,0,0,0,0,0.0,0.0,0.0,GK,0,0,0,0,0.1521744281053543,0.1521744281053543
321,Ben Davies,Tottenham,EPL,27,1831,0,0,0,0.574660662561655,2.2464851289987564,0.574660662561655,0.028246564516957375,0.11042253501359262,0.028246564516957375,D M S,14,15,2,0,7.862325394526124,9.464484944939613
322,Carlos Sánchez,West Ham,EPL,7,233,0,0,0,0.05712594371289015,0.0455123707652092,0.05712594371289015,0.022065815168069155,0.01757988570329969,0.022065815168069155,M S,3,2,0,0,0.5463352426886559,0.6369425505399704
323,Idrissa Gueye,Everton,EPL,33,2828,0,0,2,0.5945744486525655,0.9329115226864815,0.5945744486525655,0.01892210055824996,0.029689546337264262,0.01892210055824996,M S,19,18,6,0,10.310356261208653,11.30564052797854
324,Leandro Bacuna,Cardiff,EPL,11,543,0,0,0,0.07749411836266518,0.0256153866648674,0.07749411836266518,0.012844329010386494,0.004245644198596807,0.012844329010386494,M S,5,1,2,0,0.5819015428423882,0.674971355125308
325,Cesc Fàbregas,Chelsea,EPL,6,167,0,0,0,0.05984095484018326,0.2152419276535511,0.05984095484018326,0.03224961638093708,0.11599864364562634,0.03224961638093708,M S,1,3,1,0,2.188558418303728,2.3723046369850636
326,Asmir Begovic,Bournemouth,EPL,24,2160,0,0,0,0,0,0,0.0,0.0,0.0,GK,0,0,0,0,2.4910213444381952,2.4910213444381952
327,Gary Cahill,Chelsea,EPL,2,22,0,0,0,0,0,0,0.0,0.0,0.0,S,0,0,0,0,0.01515203807502985,0.01515203807502985
328,Lukasz Fabianski,West Ham,EPL,38,3420,0,0,0,0,0.07505099475383759,0,0.0,0.001975026177732568,0.0,GK,0,2,0,0,1.9431467149406672,2.0181977096945047
329,Federico Fernández,Newcastle United,EPL,19,1486,0,0,1,0.08289742842316628,0.43016227800399065,0.08289742842316628,0.0050207056245524665,0.026052897052731602,0.0050207056245524665,D S,4,5,2,0,2.6451705135405064,2.9227584674954414
330,Ki Sung-yueng,Newcastle United,EPL,18,1302,0,0,1,0.15218022372573614,1.077540136873722,0.15218022372573614,0.010519370303622313,0.07448434125855222,0.010519370303622313,M S,8,16,2,0,3.064987052232027,3.216283936984837
331,Jermain Defoe,Bournemouth,EPL,4,13,0,0,0,0.1310959756374359,0,0.1310959756374359,0.9075875236437871,0.0,0.9075875236437871,S,1,0,0,0,0,0.1310959756374359
332,Jordan Pickford,Everton,EPL,38,3420,0,0,0,0,0.04051636904478073,0,0.0,0.0010662202380205456,0.0,GK,0,1,1,0,2.3357397224754095,2.3762560933828354
333,Kasper Schmeichel,Leicester,EPL,38,3420,0,0,0,0.08071506768465042,0.2929758131504059,0.08071506768465042,0.002124080728543432,0.0077098898197475235,0.002124080728543432,GK,1,1,3,0,3.490090200677514,3.7830659840255976
334,Danny Simpson,Leicester,EPL,6,288,0,0,0,0,0.02530643902719021,0,0.0,0.00790826219599694,0.0,D S,0,1,0,0,0.30895920377224684,0.33426564186811447
335,Christian Fuchs,Leicester,EPL,3,204,0,0,0,0.06095680221915245,0.20425552874803543,0.06095680221915245,0.026892706861390787,0.0901127332711921,0.026892706861390787,D S,2,6,0,0,0.24251238256692886,0.43718598783016205
336,Shinji Okazaki,Leicester,EPL,21,249,0,0,1,0.2803470101207495,0.11417150497436523,0.2803470101207495,0.10133024462195764,0.041266809026879,0.10133024462195764,F S,5,1,0,0,1.0677992096170783,1.2933861566707492
337,Daniel Amartey,Leicester,EPL,9,637,0,0,0,0.4685515519231558,0.10669169388711452,0.4685515519231558,0.06620037625287915,0.015074179670078975,0.06620037625287915,D S,4,3,2,0,1.0972903799265623,1.171718118712306
338,Daryl Janmaat,Watford,EPL,18,1524,0,0,2,0.46524433605372906,0.579633329063654,0.46524433605372906,0.0274750592157714,0.0342303147084835,0.0274750592157714,D S,11,12,3,0,2.5010944809764624,3.3639553785324097
339,Jamaal Lascelles,Newcastle United,EPL,32,2751,0,0,1,0.39958838606253266,1.203509908169508,0.39958838606253266,0.013072684385906193,0.03937327943847899,0.013072684385906193,D,11,3,4,0,3.293871333822608,3.3028786685317755
340,Moussa Sissoko,Tottenham,EPL,29,2344,0,0,3,0.9559970963746309,2.794041261076927,0.9559970963746309,0.03670637315431603,0.10727974125295368,0.03670637315431603,M S,15,25,2,0,8.834691548720002,10.871969442814589
341,Ben Chilwell,Leicester,EPL,36,3240,0,0,4,0.9728713259100914,3.0730713307857513,0.9728713259100914,0.02702420349750254,0.08536309252182643,0.02702420349750254,D M,22,45,4,0,7.060785369947553,9.09635160677135
342,John Ruddy,Wolverhampton Wanderers,EPL,1,90,0,0,0,0,0,0,0.0,0.0,0.0,GK,0,0,0,0,0,0
343,Robbie Brady,Burnley,EPL,16,701,0,0,1,0.6787551874294877,1.0314605087041855,0.6787551874294877,0.08714403262290142,0.13242716944846888,0.08714403262290142,M S,12,14,3,1,0.5127438679337502,1.1911319205537438
344,Ben Foster,Watford,EPL,38,3420,0,0,0,0.016696514561772346,0.21406885515898466,0.016696514561772346,0.00043938196215190386,0.005633390925236438,0.00043938196215190386,GK,1,5,1,0,2.3592222332954407,2.520907571539283
345,Fraser Forster,Southampton,EPL,1,90,0,0,0,0,0,0,0.0,0.0,0.0,GK,0,0,0,0,0,0
