,player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain,trID,team0ID,team1ID
26,Anthony Martial,Manchester United,EPL,27,1632,10,9,2,7.954482201486826,3.2472195653244853,7.193313341587782,0.4386662978761117,0.179074608381865,0.3966900739846203,F M S,39,36,2,0,3.600729596801102,11.796286429278553,182877,985,0
27,Marcus Rashford,Manchester United,EPL,33,2360,10,10,6,11.614454694092274,5.270443614572287,11.614454694092274,0.4429241196899596,0.2009914937760617,0.4429241196899596,F M S,84,38,3,1,5.243192846421152,16.822124781552702,258923,985,0
28,Gerard Deulofeu,Watford,EPL,30,2110,10,10,5,8.334904950112104,4.96249932423234,8.334904950112104,0.3555172727535968,0.2116705872895311,0.3555172727535968,F S,60,30,3,0,5.4338822439312935,15.967125434428452,129476,1010,0
29,Marko Arnautovic,West Ham,EPL,28,2006,10,9,4,8.936904326081276,3.9999548010528088,8.175809696316719,0.4009578212100273,0.1794595872855198,0.3668110033242795,F M S,62,36,3,0,2.847441447898745,12.378130692988634,41384,379,0
30,Lucas Moura,Tottenham,EPL,32,2133,10,10,0,7.591315286234021,1.6590780727565289,7.591315286234021,0.3203086618664144,0.0700032942091362,0.3203086618664144,F M S,45,27,3,0,6.85432219132781,13.82257379591465,77100,148,0
31,Chris Wood,Burnley,EPL,38,2603,10,10,2,9.13325227238238,3.647217035293579,9.13325227238238,0.315786670962126,0.126104315473078,0.315786670962126,F S,58,21,2,0,3.554675541818142,11.356351725757122,108725,1132,0
32,Troy Deeney,Watford,EPL,32,2552,9,8,5,10.230638133361936,4.68837801553309,9.469469295814632,0.3607983667721686,0.1653424848738158,0.333954638175281,F S,64,42,4,1,2.953571114689112,13.362730728462338,65477,1010,0
33,Felipe Anderson,West Ham,EPL,36,3073,9,9,4,5.527917226776481,6.779622457921505,5.527917226776481,0.1618979988317225,0.1985571172186578,0.1618979988317225,F M,58,65,3,0,5.719295345246792,14.421116042882204,159372,379,0
34,Diogo Jota,Wolverhampton Wanderers,EPL,33,2402,9,9,5,8.907186842523515,5.536081537604332,8.907186842523515,0.3337413887706563,0.2074301991608617,0.3337413887706563,F M S,58,27,11,0,4.578139785677195,16.1504292441532,340950,543,0
35,Christian Eriksen,Tottenham,EPL,35,2772,8,8,12,5.66104980558157,7.882119238376617,5.66104980558157,0.1838003183630379,0.2559129622849551,0.1838003183630379,M S,83,73,3,0,9.100178128108382,16.645785599946976,69633,148,0
36,Pedro,Chelsea,EPL,31,1777,8,8,2,5.983355518430471,3.884207479655743,5.983355518430471,0.3030399531000238,0.1967240704383887,0.3030399531000238,F S,57,29,2,0,8.18063784763217,15.40015415661037,65278,631,0
37,Chicharito,West Ham,EPL,25,1336,7,7,1,7.894378799945116,1.2568727899342775,7.894378799945116,0.5318069550861231,0.0846695741722192,0.5318069550861231,F S,37,5,2,0,0.7545539606362581,7.684439621865749,50935,379,0
38,Riyad Mahrez,Manchester City,EPL,27,1333,7,7,4,6.616934344172478,5.006452023983002,5.855765521526337,0.4467547569208724,0.3380200166230083,0.3953630134563918,F M S,54,24,0,0,6.827352050691843,14.370971489697697,171424,281,0
39,James Ward-Prowse,Southampton,EPL,26,1940,7,6,0,3.401980562135577,3.281679368577897,2.640811724588275,0.1578238405114443,0.1522428573051601,0.1225118841303838,M S,31,47,4,0,4.128472507931292,6.868372356519103,181579,180,0
40,Danny Ings,Southampton,EPL,24,1694,7,4,3,9.915935901924968,3.348331378772855,7.6324292700737715,0.5268206795591778,0.1778924581402343,0.4055009647618887,F S,56,28,1,0,2.754429467022419,10.7133094612509,134294,180,0
41,Andre Gray,Watford,EPL,29,1343,7,7,2,5.848624136298895,2.099873559549451,5.848624136298895,0.3919405601391664,0.1407212363063667,0.3919405601391664,F S,35,14,2,0,0.7475268170237541,7.4810860846191645,120565,1010,0
42,Ryan Fraser,Bournemouth,EPL,38,3185,7,7,14,4.76355167478323,16.183833203278482,4.76355167478323,0.1346058558023518,0.4573139680675238,0.1346058558023518,F M S,51,93,2,0,7.556321180425584,19.63153716735541,146795,989,0
43,Bernardo Silva,Manchester City,EPL,36,2851,7,7,7,8.19672245066613,8.63292844966054,8.19672245066613,0.2587530763100497,0.2725231709819181,0.2587530763100497,F M S,62,71,3,0,16.891506848856807,29.93142929673195,241641,281,0
44,Gabriel Jesus,Manchester City,EPL,29,993,7,6,3,12.621464371681212,2.65164215862751,11.860295534133911,1.143939369034551,0.2403301050115568,1.074951256870143,F S,43,21,1,0,4.990890853106976,16.592424385249615,363205,281,0
45,James Maddison,Leicester,EPL,36,2877,7,6,7,7.372484354302287,7.935438400134444,5.850146671757102,0.2306303760469954,0.2482410344150503,0.183007716530462,F M S,83,100,3,1,6.967955323401839,15.30455419793725,294057,1003,0
46,David Brooks,Bournemouth,EPL,30,2317,7,7,5,6.465657105669379,5.877871762961149,6.465657105669379,0.2511476648727855,0.2283161237231348,0.2511476648727855,F M S,41,30,3,0,6.750987499952316,16.89172164350748,277033,989,0
47,André Schürrle,Fulham,EPL,24,1670,6,6,0,3.322769967839122,1.9269959963858128,3.322769967839122,0.1790714353925275,0.1038500836375587,0.1790714353925275,F M S,55,21,2,0,1.6823589345440269,5.964587731286883,58205,931,0
48,Ilkay Gündogan,Manchester City,EPL,31,2133,6,6,3,4.213995780795813,4.967495605349541,4.213995780795813,0.1778057291475026,0.209598970689854,0.1778057291475026,M S,43,43,3,0,15.749667078256609,19.06555214524269,53622,281,0
49,Henrikh Mkhitaryan,Arsenal,EPL,25,1647,6,6,4,5.343566609546542,6.48603293299675,5.343566609546542,0.2919981753850569,0.3544280291255055,0.2919981753850569,F M S,49,29,1,0,8.282573003321886,16.100104700773954,55735,11,0
50,Michail Antonio,West Ham,EPL,33,2084,6,6,4,6.066020864993334,4.029214847832918,6.066020864993334,0.2619682715208253,0.1740063993785809,0.2619682715208253,D F M S,65,23,3,0,3.387628575786948,11.179384602233768,104124,379,0
51,David Silva,Manchester City,EPL,33,2426,6,6,8,8.128266392275691,10.113783121109009,8.128266392275691,0.3015432709418022,0.375202176792997,0.3015432709418022,M S,51,73,3,0,18.84659132361412,30.80764201655984,35518,281,0
52,Ruben Loftus-Cheek,Chelsea,EPL,24,969,6,6,2,3.2402340713888407,1.0109455808997154,3.2402340713888407,0.3009505329463319,0.0938958743869704,0.3009505329463319,M S,28,17,0,0,5.78622486256063,8.282618189230561,202886,631,0
53,Andros Townsend,Crystal Palace,EPL,38,3030,6,6,4,4.878757080994546,3.6999022867530575,4.878757080994546,0.1449135766632043,0.1098980877253383,0.1449135766632043,F M S,63,61,1,0,4.850387753918767,11.94432188011706,61842,873,0
54,Nathan Redmond,Southampton,EPL,38,3283,6,6,4,7.911504412069917,5.312565145082772,7.911504412069917,0.2168855915584198,0.1456383987381813,0.2168855915584198,F M S,74,52,3,0,5.913362225517631,16.492730357684195,129078,180,0
55,Xherdan Shaqiri,Liverpool,EPL,24,1048,6,6,3,4.059152172878385,1.8917570114135744,4.059152172878385,0.3485913125563498,0.162460048690097,0.3485913125563498,M S,26,20,2,0,3.4201246555894613,7.922253351658583,86792,31,0
56,Roberto Pereyra,Watford,EPL,33,2837,6,6,1,5.378575686365366,3.538155732676387,5.378575686365366,0.170628061957308,0.1122432202822963,0.170628061957308,M,57,34,3,0,6.263587720692158,12.57223891466856,112302,1010,0
57,Dominic Calvert-Lewin,Everton,EPL,35,1763,6,6,2,6.1705091297626495,1.6395726166665554,6.1705091297626495,0.3150004660684279,0.0836991125921667,0.3150004660684279,F M S,52,12,3,0,1.3697869274765253,8.368763284757733,306024,29,0
58,James Milner,Liverpool,EPL,31,1775,5,2,4,3.3563821092247963,5.641537204384804,1.0728756012395024,0.1701827548339333,0.2860497737434548,0.0543993262600311,D M S,24,44,5,1,9.807761223986745,12.487557540647686,3333,31,0
59,Mesut Özil,Arsenal,EPL,24,1751,5,5,2,2.226021744310856,4.29013523645699,2.226021744310856,0.1144157378572113,0.2205095210057847,0.1144157378572113,M S,11,45,2,0,8.060832222923636,11.982875283807516,35664,11,0
60,Theo Walcott,Everton,EPL,37,2127,5,5,2,6.505236777476966,2.884311942383647,6.505236777476966,0.2752568453093215,0.1220442288737791,0.2752568453093215,M S,42,21,1,0,2.548821350559592,10.27176570892334,33713,29,0
61,Mark Noble,West Ham,EPL,31,2339,5,1,5,3.5902151502668858,1.7227640133351088,0.5456139929592609,0.1381442340846599,0.066288482770483,0.0209941254238279,M S,17,21,6,1,5.9035784266889095,7.524794074706733,31835,379,0
62,Dele Alli,Tottenham,EPL,25,1847,5,5,3,5.950443021953106,3.2933274190872908,5.950443021953106,0.2899512030188302,0.1604761601071229,0.2899512030188302,M S,39,27,4,0,5.540952812880278,12.95524089038372,207929,148,0
63,Shane Long,Southampton,EPL,26,1262,5,5,1,5.4374797735363245,1.6013006325811148,5.4374797735363245,0.3877758951016396,0.1141973509764661,0.3877758951016396,F M S,30,13,3,0,1.3454699460417032,6.827495466917753,37304,180,0
64,Gonzalo Higuaín,Chelsea,EPL,14,1100,5,5,0,5.379232861101627,1.4263602867722511,5.379232861101627,0.4401190522719513,0.116702205281366,0.4401190522719513,F S,46,15,0,0,1.861634213477373,8.476495116949081,39153,631,0
65,Michy Batshuayi,Crystal Palace,EPL,11,766,5,5,0,3.6997953336685896,0.1040986608713865,3.6997953336685896,0.43470180160597,0.0122309131572125,0.43470180160597,F S,27,2,0,0,1.5456311460584402,5.173523511737585,179184,873,0
66,Abdoulaye Doucouré,Watford,EPL,35,3062,5,5,6,6.849441897124052,5.389012933708727,6.849441897124052,0.2013225900526338,0.1583968530482643,0.2013225900526338,M S,51,38,7,0,6.46834053657949,16.311387384310365,127187,1010,0
67,Álvaro Morata,Chelsea,EPL,16,951,5,5,0,6.410967104136944,0.214856956154108,6.410967104136944,0.6067161297290483,0.0203334658820922,0.6067161297290483,F S,35,7,3,0,1.6989031732082367,7.6419592425227165,128223,631,0
68,Víctor Camarasa,Cardiff,EPL,32,2606,5,4,4,3.907942879013717,3.626392999663949,3.146774041466415,0.1349634916006272,0.1252399731273044,0.1086760029669905,M S,41,50,6,0,4.113611032254994,7.982398683205247,263856,603,0
69,Ryan Babel,Fulham,EPL,16,1276,5,5,3,5.748053716495633,2.5484040305018425,5.748053716495633,0.4054269862732029,0.1797463657877475,0.4054269862732029,F M S,27,23,3,0,4.03754279948771,10.397959539666772,16135,931,0
70,Shane Duffy,Brighton,EPL,35,3087,5,5,1,3.3823358304798603,0.265911515802145,3.3823358304798603,0.0986103740664682,0.0077525223265931,0.0986103740664682,D,37,7,4,1,2.714450053870678,3.0718250116333365,119269,1237,0
71,Bobby Reid,Cardiff,EPL,27,1414,5,4,2,3.804596912115812,1.058872975409031,3.04342807456851,0.2421596337273147,0.067396441150504,0.1937118293572602,F M S,27,16,0,0,2.006671106442809,4.874457709491253,186186,603,0
72,Fabian Schär,Newcastle United,EPL,24,2007,4,4,1,2.165339669212699,0.7358655799180269,2.165339669212699,0.097100433596982,0.0329984564985662,0.097100433596982,D S,25,11,12,0,4.6570072108879685,5.651489558629692,135343,762,0
73,Granit Xhaka,Arsenal,EPL,29,2511,4,4,2,1.881140892393887,3.5157328164204955,1.881140892393887,0.0674244047453006,0.1260119289039604,0.0674244047453006,D M,29,40,10,0,12.580721326172352,15.243713524192572,111455,11,0
74,Pierre-Emile Højbjerg,Southampton,EPL,31,2770,4,4,3,2.2558479895815253,2.347817515954376,2.2558479895815253,0.0732947000225044,0.076282879579745,0.0732947000225044,M,53,28,7,2,7.335340930148959,10.2584560085088,167799,180,0
75,Aaron Ramsey,Arsenal,EPL,28,1326,4,4,6,3.7076629493385553,2.303655330091715,3.7076629493385553,0.2516513314030694,0.1563566966125598,0.2516513314030694,M S,33,25,0,0,3.683659362606704,8.951478814706206,50057,11,0
76,Jesse Lingard,Manchester United,EPL,27,1677,4,3,2,4.844160245731473,3.1564249978400767,4.082991348579526,0.2599728217744976,0.1693966904028663,0.2191229704067724,F M S,32,17,3,0,5.214572966098785,10.800287239719182,141660,985,0
77,Nathan Aké,Bournemouth,EPL,38,3414,4,4,0,4.548658574000001,1.3218236602842808,4.548658574000001,0.119911913198594,0.0348459664398316,0.119911913198594,D M,25,7,3,0,7.666224240325391,8.874473712407053,177476,989,0
78,Erik Lamela,Tottenham,EPL,19,969,4,4,2,3.7640355844050646,2.165191598236561,3.7640355844050646,0.3496008282729162,0.2011013868331171,0.3496008282729162,M S,29,23,2,0,3.967588992789388,8.188834078609943,111630,148,0
79,N&#039;Golo Kanté,Chelsea,EPL,36,3103,4,4,4,3.033728029578924,3.73298922739923,3.033728029578924,0.0879908226432817,0.1082723269306898,0.0879908226432817,M,29,46,3,0,12.484974737279115,17.044977441430092,225083,631,0
80,Jeffrey Schlupp,Crystal Palace,EPL,30,1650,4,4,1,3.30349394492805,1.4070401089265945,3.30349394492805,0.1801905788142572,0.0767476423050869,0.1801905788142572,F M S,28,16,1,0,3.319331794977188,7.353200105950236,157506,873,0
81,Demarai Gray,Leicester,EPL,34,2009,4,4,1,4.561489956453443,0.984257562085986,4.561489956453443,0.2043474843607814,0.0440931710242602,0.2043474843607814,F M S,47,17,2,0,4.204088659957051,9.41732171177864,292417,1003,0
82,Virgil van Dijk,Liverpool,EPL,38,3388,4,4,2,3.510545489378273,1.2659120308235288,3.510545489378273,0.0932553406269317,0.0336281236051114,0.0932553406269317,D,31,7,1,0,16.656997345387936,17.472352009266615,139208,31,0
83,Lucas Digne,Everton,EPL,35,2968,4,4,4,1.199989851564169,7.7085179118439555,1.199989851564169,0.0363878324261372,0.2337488585127884,0.0363878324261372,D M S,34,71,5,1,5.53166626021266,9.515081945806742,126664,29,0
84,Sol Bamba,Cardiff,EPL,28,2476,4,4,1,4.121445272117853,0.1432868726551532,4.121445272117853,0.1498102077910366,0.0052083273582244,0.1498102077910366,D M,22,4,7,0,1.669757996685803,2.9724218621850014,28984,603,0
85,Nathaniel Mendez-Laing,Cardiff,EPL,20,980,4,3,1,2.1614769492298365,1.2976202052086592,1.4003081116825342,0.1985029851333523,0.1191692025191625,0.1285997245422735,M S,20,19,0,0,0.4288814160972833,2.9424203177914023,125409,603,0
86,Callum Paterson,Cardiff,EPL,27,1987,4,4,1,4.948024466633797,2.8674475895240903,4.948024466633797,0.2241178671348976,0.1298793573513679,0.2241178671348976,F M S,41,23,4,0,1.3204650627449157,5.481852526776493,169555,603,0
87,Willy Boly,Wolverhampton Wanderers,EPL,36,3168,4,4,0,3.634888389147818,1.56681271456182,3.634888389147818,0.1032638746916993,0.0445117248455062,0.1032638746916993,D,23,11,2,1,5.965667568147183,7.487883079797029,142310,543,0
88,Matt Doherty,Wolverhampton Wanderers,EPL,38,3145,4,4,5,5.275961845181882,5.037374325096607,5.275961845181882,0.1509814200528996,0.1441537962666755,0.1509814200528996,M S,46,38,5,0,7.995736856944859,13.514683422632515,171679,543,0
89,Rúben Neves,Wolverhampton Wanderers,EPL,35,3014,4,2,3,3.393738809041679,1.8831316344439983,1.8714011190459128,0.1013392477816028,0.0562315352023755,0.0558812543842508,M S,74,24,8,0,8.176535649225116,10.348721410147846,225161,543,0
90,Karlan Grant,Huddersfield,EPL,13,868,4,4,0,3.27635857090354,0.2673431690782308,3.27635857090354,0.3397145983655744,0.027719913844517,0.3397145983655744,F M S,21,8,0,0,0.2814026940613985,3.6710612140595913,314183,1110,0
91,Pascal Groß,Brighton,EPL,25,1896,3,2,3,4.143626760691404,5.608689467422664,2.6212890855968,0.1966911437037059,0.2662352595295568,0.1244282793795949,M S,24,54,1,0,2.3560394374653697,6.614904932677746,82873,1237,0
92,Divock Origi,Liverpool,EPL,12,357,3,3,1,2.243099573999644,0.1880114041268825,2.243099573999644,0.5654872875629353,0.0473978329731636,0.5654872875629353,F S,13,3,0,0,0.6994131207466125,1.4092786479741335,148368,31,0
93,Laurent Koscielny,Arsenal,EPL,17,1326,3,3,0,2.112584164366126,0.1201595999300479,2.112584164366126,0.1433880654547144,0.0081556289545281,0.1433880654547144,D S,5,2,1,0,3.851031471043825,3.885790169239044,76277,11,0
94,Alex Iwobi,Arsenal,EPL,35,1974,3,3,6,3.7199750300496817,7.637422041036189,3.7199750300496817,0.1696037247743016,0.3482107313542335,0.1696037247743016,F M S,35,40,0,0,9.561200166121123,18.20713305473328,242631,11,0
95,Juan Mata,Manchester United,EPL,22,1306,3,3,2,1.5762359164655209,3.70042721927166,1.5762359164655209,0.1086226894960925,0.2550064699344941,0.1086226894960925,F M S,19,30,3,0,2.195552780292928,5.144089694134891,44068,985,0
96,José Holebas,Watford,EPL,28,2395,3,3,6,0.9423716282472014,4.58044374268502,0.9423716282472014,0.0354127125437361,0.1721252345894162,0.0354127125437361,D S,17,38,12,1,5.283567450940609,7.107876501977444,41112,1010,0
97,Craig Cathcart,Watford,EPL,36,3104,3,3,0,1.8465647175908089,0.1080649271607399,1.8465647175908089,0.0535408584353005,0.0031333258519544,0.0535408584353005,D S,13,1,2,0,4.140127347782254,4.140127347782254,59606,1010,0
98,Ross Barkley,Chelsea,EPL,27,1228,3,3,5,3.652172390371561,2.515679383650422,3.652172390371561,0.2676673576005215,0.1843738961958778,0.2676673576005215,M S,40,22,1,0,5.419117795303464,10.35679528210312,131978,631,0
99,James McArthur,Crystal Palace,EPL,38,3095,3,3,6,4.505421018227935,3.721206666901708,4.505421018227935,0.1310138583652711,0.1082095638194357,0.1310138583652711,M S,34,31,7,0,6.773193979635835,11.979676730930803,41416,873,0
100,Eric Dier,Tottenham,EPL,20,1519,3,3,0,1.417609769850969,1.1008154340088367,1.417609769850969,0.0839926789246788,0.0652227709419323,0.0839926789246788,D M S,9,8,4,0,4.851273376494646,5.309163231402636,175722,148,0
101,Willian,Chelsea,EPL,32,2123,3,3,6,4.348796594887972,6.518496551550925,4.348796594887972,0.1843578396325565,0.2763375834383341,0.1843578396325565,F S,62,79,2,0,6.4365682220086455,12.744772039353848,52769,631,0
102,Patrick van Aanholt,Crystal Palace,EPL,36,3202,3,3,2,2.8111321944743395,4.718274735845625,2.8111321944743395,0.079013709401215,0.132618590326704,0.079013709401215,D,45,35,3,0,5.863855211995542,10.490820822305976,52119,873,0
103,Wes Morgan,Leicester,EPL,22,1932,3,3,0,1.5354552567005155,0.1385541353374719,1.5354552567005155,0.0715274187903967,0.0064543851865281,0.0715274187903967,D S,14,3,1,2,2.2752299192361534,2.3829682054929435,10003,1003,0
104,Georginio Wijnaldum,Liverpool,EPL,35,2749,3,3,0,3.180203888565302,1.943438841961324,3.180203888565302,0.1041172608115231,0.0636265899514438,0.1041172608115231,M S,30,25,3,0,10.547691758722069,14.71228356473148,49499,31,0
105,Ciaran Clark,Newcastle United,EPL,11,850,3,3,0,0.4652565587311983,0.0528796873986721,0.4652565587311983,0.0492624591597739,0.0055990257245652,0.0492624591597739,D S,7,2,1,0,1.637007288634777,1.967474922537804,98240,762,0
106,Sam Vokes,Burnley,EPL,20,918,3,3,0,2.730117624625564,0.8985759355127811,2.730117624625564,0.267658590649565,0.0880956799522334,0.267658590649565,F S,22,8,0,0,0.2980601489543915,1.6246700435876846,48078,1132,0
107,Johann Berg Gudmundsson,Burnley,EPL,29,1732,3,3,6,2.6134579610079527,3.58649355918169,2.6134579610079527,0.1358032427775495,0.1863651387565543,0.1358032427775495,M S,33,37,2,0,3.094682715833187,7.218740660697222,89231,1132,0
108,James Tarkowski,Burnley,EPL,35,3086,3,3,1,3.64087488129735,0.2017094753682613,3.64087488129735,0.1061823523385487,0.005882648341913,0.1061823523385487,D,22,5,8,0,3.225081301294267,3.3747641379013658,173504,1132,0
109,David Luiz,Chelsea,EPL,36,3240,3,3,2,2.897742645815015,2.858749483712017,2.897742645815015,0.0804928512726393,0.0794097078808893,0.0804928512726393,D,34,20,3,0,11.978444409556689,13.105183457024395,46741,631,0
110,Harry Maguire,Leicester,EPL,31,2599,3,3,0,1.860539778135717,0.6665724525228143,1.860539778135717,0.064428080043176,0.0230825397179889,0.064428080043176,D,30,11,6,1,5.482059706002474,6.041916688904166,177907,1003,0
111,Lucas Pérez,West Ham,EPL,15,462,3,3,0,1.3946282118558884,0.8767511993646622,1.3946282118558884,0.2716808204914068,0.1707956881879212,0.2716808204914068,F S,9,8,0,0,1.1302391644567251,3.1520909890532494,73185,379,0
112,Jeff Hendrick,Burnley,EPL,32,2089,3,3,0,1.7896255142986774,1.0732653569430113,1.7896255142986774,0.0771021044934806,0.0462392925442178,0.0771021044934806,M S,19,12,4,0,1.3670612163841724,3.25222853012383,148262,1132,0
113,Aymeric Laporte,Manchester City,EPL,35,3059,3,3,3,3.7521958290599287,0.8390772175043821,3.7521958290599287,0.1103947775794029,0.024686809276036,0.1103947775794029,D S,26,13,3,0,21.058902746997774,22.07323551923037,176553,281,0
114,Ivan Cavaleiro,Wolverhampton Wanderers,EPL,23,670,3,3,1,2.3749423921108246,1.5787324085831642,2.3749423921108246,0.3190221123730958,0.2120685324962459,0.3190221123730958,F M S,13,19,1,0,0.9025547774508595,4.3687595054507256,149716,543,0
115,Florin Andone,Brighton,EPL,23,861,3,3,0,3.488338144496084,0.0960533842444419,3.488338144496084,0.3646346492504617,0.0100404234401855,0.3646346492504617,F S,19,2,5,0,0.6315050814300776,2.457792703062296,177065,1237,0
