,player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain,trID,team0ID,team1ID
64,Tammy Abraham,Swansea,EPL,31,1706,5,5,1,6.159959049895406,1.4442990459501743,6.159959049895406,0.3249685313543883,0.0761939707711111,0.3249685313543883,F S,42,12,0,0,1.303047126159072,7.5733319371938705,331726,2288,0
65,Patrick van Aanholt,Crystal Palace,EPL,28,2184,5,5,1,3.393267946317792,2.45547766238451,3.393267946317792,0.1398324703152936,0.1011872663070539,0.1398324703152936,D M S,33,18,7,0,4.098446818999946,7.430773039348423,52119,873,0
66,Peter Crouch,Stoke,EPL,31,1532,5,5,2,4.215646747499704,3.147523164749145,4.215646747499704,0.2476554877773977,0.184906713333827,0.2476554877773977,F S,23,21,4,0,1.3116849400103092,7.294581176713109,4072,512,0
67,Manolo Gabbiadini,Southampton,EPL,28,1056,5,4,0,2.5225432254374027,0.5467097796499729,1.761374358087778,0.2149894794406877,0.0465945834928954,0.150117132791572,F S,22,7,2,0,1.450882963836193,3.041186712682247,112343,180,0
68,Andre Gray,Watford,EPL,31,1486,5,5,2,7.001011338084936,2.318395335227251,7.001011338084936,0.4240181833295048,0.1404142531429694,0.4240181833295048,F S,34,17,1,0,1.7271905662491918,10.135452036745846,120565,1010,0
69,Ryan Fraser,Bournemouth,EPL,26,2016,5,5,3,1.9803195875138044,2.7351528238505125,1.9803195875138044,0.0884071244425805,0.1221050367790407,0.0884071244425805,D F M S,31,43,0,0,3.3411665204912424,6.385161653161049,146795,989,0
70,Roberto Pereyra,Watford,EPL,32,1618,5,5,2,3.913917485624552,2.6691006161272526,3.913917485624552,0.2177086364068045,0.1484666597351376,0.2177086364068045,F M S,33,23,3,0,2.8904048893600702,7.717018766328692,112302,1010,0
71,Richarlison,Watford,EPL,38,2832,5,5,4,10.662872670218349,3.807929993607104,10.662872670218349,0.3388624789264305,0.1210147243731071,0.3388624789264305,F M S,95,26,4,0,2.519990134984255,14.732109196484087,378710,1010,0
72,José Izquierdo,Brighton,EPL,32,1998,5,5,3,3.6233118548989296,2.325506180524826,3.6233118548989296,0.163212245716168,0.1047525306542714,0.163212245716168,F M S,52,21,2,0,3.131934610195458,7.212833768688142,147094,1237,0
73,Cenk Tosun,Everton,EPL,14,998,5,5,0,3.1851306576281786,1.7238558437675238,3.1851306576281786,0.2872362316498357,0.1554579418227225,0.2872362316498357,F S,19,15,0,0,1.1438307538628578,5.5636201202869415,45671,29,0
74,Ilkay Gündogan,Manchester City,EPL,30,1504,4,3,1,3.583664696663618,2.348831661045552,2.822495829313993,0.2144480204120516,0.1405550860998002,0.1688993514882044,M S,35,21,3,0,10.72426306270063,14.065670179203153,53622,281,0
75,Mesut Özil,Arsenal,EPL,26,2166,4,4,8,4.391980981454253,9.12884728424251,4.391980981454253,0.1824922845479606,0.3793149841097996,0.1824922845479606,F M S,39,84,4,0,14.73346976004541,21.609493847936392,35664,11,0
76,Mark Noble,West Ham,EPL,29,2411,4,2,0,2.278947896324098,1.809672282077372,0.7566102212294936,0.0850706390166606,0.0675530922384751,0.0282434342225858,M S,15,20,6,0,4.33457977604121,6.650566884316504,31835,379,0
77,Nicolás Otamendi,Manchester City,EPL,34,2975,4,4,0,3.190081411972642,1.1602246025577188,3.190081411972642,0.0965066645638782,0.035099231674015,0.0965066645638782,D S,32,12,9,0,17.79739197716117,19.01825393363833,54781,281,0
78,Chris Smalling,Manchester United,EPL,29,2533,4,4,0,2.170547891408205,0.176917914301157,2.170547891408205,0.0771217174207415,0.0062860688065946,0.0771217174207415,D S,13,2,4,0,5.350759183987975,5.587086817249656,103427,985,0
79,Marouane Fellaini,Manchester United,EPL,16,601,4,4,0,2.731989406049252,0.1612557740882039,2.731989406049252,0.4091165499907365,0.0241481192478175,0.4091165499907365,M S,10,5,1,0,2.3747190637513995,3.959240186959505,39679,985,0
80,Pedro,Chelsea,EPL,31,1523,4,4,2,3.599893154576421,1.6855354961007831,3.599893154576421,0.2127317031594733,0.0996048553178401,0.2127317031594733,F M S,56,26,1,0,2.555188376456499,6.591060146689415,65278,631,0
81,Gylfi Sigurdsson,Everton,EPL,27,2265,4,4,3,3.187053117901087,3.746338976547122,3.187053117901087,0.1266378722344802,0.1488611513859783,0.1266378722344802,F M S,39,36,2,0,3.432769887149334,8.545136949047446,90466,29,0
82,Jermain Defoe,Bournemouth,EPL,24,1074,4,4,1,4.541553013026714,1.017569174990058,4.541553013026714,0.3805770681307303,0.0852711599153679,0.3805770681307303,F M S,27,13,1,0,0.2452498190104961,4.455103533342481,3875,989,0
83,Joselu,Newcastle United,EPL,30,1730,4,4,1,6.360850157216191,1.2996565690264106,5.599681349471211,0.3309112798551776,0.067612191452241,0.2913129025736468,F M S,47,16,2,0,2.675516661256552,7.894001133739948,81999,762,0
84,Sam Vokes,Burnley,EPL,29,953,4,4,1,3.006058517843485,1.1516352770850062,3.006058517843485,0.2838880027344319,0.1087588404382482,0.2838880027344319,F S,30,9,3,0,0.0762544088065624,2.201550272293389,48078,1132,0
85,Dominic Calvert-Lewin,Everton,EPL,32,1861,4,4,6,5.436775926500559,3.0651565305888653,5.436775926500559,0.2629284435169534,0.1482343297974196,0.2629284435169534,F M S,42,20,4,0,3.41016012057662,9.517184633761644,306024,29,0
86,Aaron Mooy,Huddersfield,EPL,36,3077,4,3,3,2.863141803070903,4.150494754314423,2.101972905918956,0.0837448041197209,0.1213989365902821,0.0614811704688677,M S,29,50,4,0,4.615361374802887,7.695051764138043,123951,1110,0
87,Henrikh Mkhitaryan,"Arsenal,Manchester United",EPL,26,1735,3,3,9,2.473670184612274,6.771656889468432,2.473670184612274,0.1283171853689364,0.3512675043528293,0.1283171853689364,F M S,36,44,2,0,7.172531260177493,14.398008842021229,55735,11,985
88,Matt Ritchie,Newcastle United,EPL,35,2822,3,3,5,3.193385612219572,6.588133158162236,3.193385612219572,0.1018443320693697,0.2101105543000004,0.1018443320693697,M S,58,53,6,0,5.674191934987903,10.309624302200971,92469,762,0
89,Alex Iwobi,Arsenal,EPL,26,1873,3,3,5,4.13238912820816,3.4858018020167947,4.13238912820816,0.198566482401887,0.1674971501236046,0.198566482401887,F M S,45,36,1,0,11.719522949308155,17.1490321457386,242631,11,0
90,Theo Walcott,"Arsenal,Everton",EPL,20,1207,3,3,3,3.152715053409338,3.027757111005485,3.152715053409338,0.235082315498625,0.2257648218645349,0.235082315498625,F M S,19,13,2,0,2.443506656214595,6.348237079568207,33713,11,29
91,Bakary Sako,Crystal Palace,EPL,16,446,3,3,0,2.270359752699733,0.7738894745707512,2.270359752699733,0.4581443447151927,0.1561660374694341,0.4581443447151927,F M S,17,7,0,0,0.5047074863687158,2.393583443015814,46791,873,0
92,James Tomkins,Crystal Palace,EPL,28,2386,3,3,0,2.709299115464092,0.0720945224165916,2.709299115464092,0.1021948534751752,0.0027194078028052,0.1021948534751752,D S,22,1,8,0,1.9920928459614515,2.036889584735036,61592,873,0
93,Michail Antonio,West Ham,EPL,21,1347,3,3,1,2.0091192554682493,0.920720816589892,2.0091192554682493,0.1342395939065645,0.0615180946496587,0.1342395939065645,F M S,34,14,1,0,1.1478512324392796,3.456526911817491,104124,379,0
94,Andy Carroll,West Ham,EPL,16,739,3,3,0,1.5721641201525929,0.5253239311277866,1.5721641201525929,0.1914678901403698,0.0639772040615707,0.1914678901403698,F S,28,7,5,1,2.298567174002528,3.691319335252047,48066,379,0
95,Victor Moses,Chelsea,EPL,28,2128,3,3,3,3.0845435988157988,2.6375404447317123,3.0845435988157988,0.1304553213784877,0.1115501127941043,0.1304553213784877,M S,35,20,3,0,5.043449763208628,9.64580113440752,59866,631,0
96,Juan Mata,Manchester United,EPL,28,1942,3,3,5,3.8096582693979135,4.73291477933526,3.8096582693979135,0.1765547086744656,0.2193420855510676,0.1765547086744656,F M S,28,51,1,0,8.80370701663196,14.234998783096673,44068,985,0
97,Emre Can,Liverpool,EPL,26,2099,3,3,4,1.5114367678761482,3.046363638713956,1.5114367678761482,0.0648067218241321,0.130620641964867,0.0648067218241321,D M S,27,24,8,0,12.476845782250166,15.16836054250598,119296,31,0
98,Christian Benteke,Crystal Palace,EPL,31,2224,3,2,5,11.166231762617826,3.276504169218242,9.643894027918575,0.4518708896742825,0.1325923449773569,0.390265495734115,F S,59,27,6,0,3.1662193890661,12.039164207875729,50201,873,0
99,Kelechi Iheanacho,Leicester,EPL,21,809,3,3,3,4.825845109298825,2.0846437010914087,4.825845109298825,0.5368678119121066,0.2319133907271035,0.5368678119121066,F M S,29,11,2,0,0.6976034194231033,5.066860610619187,295330,1003,0
100,Antonio Valencia,Manchester United,EPL,31,2746,3,3,1,0.5440769195556641,1.460169289261103,0.5440769195556641,0.0178320913182846,0.0478569686939181,0.0178320913182846,D M,16,23,7,0,8.8214799631387,9.933676397427917,33544,985,0
101,André Ayew,"Swansea,West Ham",EPL,30,1859,3,3,4,4.747821493074298,1.5065012574195862,3.986652595922351,0.2298568770181209,0.0729344341946007,0.1930063117982848,F M S,26,16,5,0,1.8361061811447144,5.011983007192612,45403,2288,379
102,Demarai Gray,Leicester,EPL,35,1680,3,3,1,2.6410227809101343,3.2531555332243443,2.6410227809101343,0.1414833632630429,0.1742761892798756,0.1414833632630429,M S,36,27,2,0,3.460708799771965,8.21831576153636,292417,1003,0
103,Daryl Janmaat,Watford,EPL,23,1823,3,3,0,1.650841942988336,0.9912619115784764,1.650841942988336,0.0815006993247121,0.0489377795074398,0.0815006993247121,D M S,24,12,3,0,3.0537470430135727,4.680951441638172,60744,1010,0
104,Jamaal Lascelles,Newcastle United,EPL,33,2929,3,3,0,1.509770625270903,0.3699576742947101,1.509770625270903,0.0463910400390513,0.0113677673904144,0.0463910400390513,D S,12,6,5,0,3.2026653848588467,3.3113895878195763,183318,762,0
105,Andy King,"Leicester,Swansea",EPL,22,1264,3,3,0,1.5606138529255986,0.2566478177905082,1.5606138529255986,0.1111196572494492,0.018273974367995,0.1111196572494492,M S,14,6,2,0,1.552365998737514,2.132934858091176,56872,1003,2288
106,James Ward-Prowse,Southampton,EPL,30,1714,3,3,3,2.313723925501108,3.94574917294085,2.313723925501108,0.1214907545478995,0.2071863626398346,0.1214907545478995,M S,28,36,4,0,3.21634188760072,5.334738714620471,181579,180,0
107,Steven Davis,Southampton,EPL,23,1529,3,3,0,1.2866387125104666,1.1766847083345056,1.2866387125104666,0.0757341295787717,0.0692620168411416,0.0757341295787717,M S,13,18,0,0,3.515104409307241,5.108900390565395,28973,180,0
108,Alex Oxlade-Chamberlain,"Arsenal,Liverpool",EPL,35,1705,3,3,7,2.5996209820732474,4.965171821415424,2.5996209820732474,0.1372233949481479,0.262091181189084,0.1372233949481479,F M S,47,38,3,0,6.252592153847218,11.884014029055834,143424,11,31
109,Sam Clucas,Swansea,EPL,29,2043,3,3,1,1.939705403521657,0.9887255234643816,1.939705403521657,0.0854495772476501,0.0435561904609859,0.0854495772476501,D M S,18,15,2,0,2.113673910498619,4.251216282136738,122223,2288,0
110,Shkodran Mustafi,Arsenal,EPL,27,2272,3,3,1,0.7174240592867136,1.895219400525093,0.7174240592867136,0.0284190868555476,0.0750747121686876,0.0284190868555476,D S,13,7,6,0,9.41240644082427,9.468940455466509,88590,11,0
111,Vicente Iborra,Leicester,EPL,19,1424,3,3,0,1.5937974713742733,0.4845301508903503,1.5937974713742733,0.1007315817582054,0.0306233943680698,0.1007315817582054,M S,14,8,0,0,5.198551293462515,5.873558755964041,65467,1003,0
112,Danilo,Manchester City,EPL,23,1338,3,3,2,1.2467310428619385,0.1910916753113269,1.2467310428619385,0.0838608324795025,0.0128537001330489,0.0838608324795025,D M S,19,5,2,0,12.889897041022778,14.043254770338535,145707,281,0
113,Anthony Knockaert,Brighton,EPL,33,2433,3,3,1,4.248458165675402,3.0755985975265503,4.248458165675402,0.1571562823307793,0.1137706016347675,0.1571562823307793,M S,46,32,4,1,3.194911029189825,8.72051422484219,149237,1237,0
114,Rajiv van La Parra,Huddersfield,EPL,33,2165,3,2,0,3.088003760203719,0.8345381431281567,2.326871698722244,0.1283696713248659,0.0346921168044037,0.0967290775450355,F M S,44,14,3,1,2.0130404345691204,4.7588534746319056,77001,1110,0
115,Sead Kolasinac,Arsenal,EPL,27,2154,2,2,4,2.549698330461979,4.005559707991779,2.549698330461979,0.1065333564259879,0.1673632189968709,0.1065333564259879,D M S,21,19,3,0,11.601476226001978,15.234833102673292,94005,11,0
